thigh,shank,foot,thigh_,shank_,foot_,knee_moment,shank_new,shank_new_second derivative,T_physics,knee_moment_minus_T_physics
180.49314615,17.11848573,-23.16237266,13.89655953,-50.97123051,35.2812721,0.0488305573885771,-2.8428187146456283,2.693803999376243,-3.8717791524631155,3.9206097098516928
180.80802731,17.59461982,-21.84051756,14.979238,-51.17127658,39.03078226,0.062270714721623,-2.834508607094141,2.096498224144483,-3.792172505618705,3.854443220340328
181.13478121,18.07847109,-20.55575883,16.03402215,-51.28444843,42.53511671,0.0764929376684502,-2.8260638093426853,2.969860981845152,-3.714366012062339,3.790858949730789
181.46738288,18.55890005,-19.30247008,17.06087365,-51.31231234,45.77971816,0.0917648213168817,-2.8176787421687526,0.4005740072754449,-3.638359671794017,3.7301244931108988
181.82223683,19.0554725,-18.07621133,18.05731863,-51.25183128,48.74213903,0.108416323969241,-2.809011917941558,-7.026632736684135,-3.56415348481374,3.672569808782981
182.1504701,19.5254754,-16.92497085,19.01889725,-51.10041916,51.43010691,0.126801800384682,-2.8008088198426364,5.155028913308435,-3.4917474511215065,3.6185492515061886
182.48388013,19.99221427,-15.80686041,19.9455534,-50.86423202,53.84587309,0.147309832003577,-2.7926626898140987,-1.4444938301405583,-3.421141570717318,3.568451402720895
182.86905141,20.52158689,-14.72810603,20.82134721,-50.52679585,55.98026457,0.170380581625031,-2.7834233946251894,-24.17669175238668,-3.352335843601173,3.522716425226204
183.14816019,20.9206797,-13.73522545,21.68404579,-50.12494002,57.83142892,0.196451687969763,-2.7764579110696537,-6.993562238006845,-3.285330269773073,3.481781957742836
183.46881797,21.37917614,-12.79150741,22.50422203,-49.61546237,59.4350084,0.225825953079137,-2.768455638582981,0.6358112292037532,-3.220124849233017,3.445950802312154
183.75514869,21.80907497,-11.92596087,23.27253612,-49.02813999,60.80705552,0.25854118344059,-2.7609524885490093,-5.331944212936257,-3.156719581981005,3.415260765421595
184.03749336,22.24040832,-11.1296037,24.00198124,-48.35580073,61.91915116,0.29432079255604,-2.7534243014178523,-4.06115427658893,-3.0951144680170377,3.3894352605730775
184.29350528,22.66692045,-10.41602767,24.68622738,-47.5911027,62.81553993,0.332598264381229,-2.7459802604496586,-8.202302228776936,-3.0353095073411147,3.3679077717223436
184.52104086,23.0783718,-9.79014597,25.32424109,-46.74636427,63.48282636,0.372569090837939,-2.7387990796803825,-5.3103143475130565,-2.977304699953236,3.349873790791175
184.72212961,23.4777702,-9.25564217,25.91426246,-45.82499184,63.91275579,0.413276291000309,-2.7318282625731856,-4.44723506976441,-2.921100045853401,3.33437633685371
184.91379159,23.88590942,-8.79146575,26.46369828,-44.81484138,64.17759541,0.45375021719908,-2.724704889377664,-8.805967983813723,-2.866695545041611,3.320445762240691
185.03569889,24.26313917,-8.44841576,26.94561295,-43.72983816,64.23772854,0.493172385862902,-2.718120988203689,-6.507819653891467,-2.814091197517865,3.307263583380767
185.15931371,24.64299256,-8.16426195,27.39085474,-42.57640275,64.12161355,0.530982663982681,-2.711491295873327,-5.00294964892678,-2.763287003282163,3.294269667264844
185.26118198,25.01122108,-7.94738719,27.79136282,-41.35507781,63.85430129,0.566825949994088,-2.705064495799581,-4.321498059782769,-2.714282962334506,3.281108912328594
185.33481702,25.37141091,-7.80019914,28.13881576,-40.06991492,63.4440601,0.600332968557029,-2.6987779973338824,-8.704248449680208,-2.667079074674893,3.2674120432319222
185.41693583,25.73454263,-7.6993299,28.45326163,-38.73283675,62.90519409,0.630919270387068,-2.6924401532014524,-15.530798386240718,-2.6216753403033244,3.2525946106903922
185.43726399,26.04995759,-7.64253894,28.70777777,-37.34025764,62.28971289,0.657811896725712,-2.686935123639406,-9.490697301290927,-2.5780717592197995,3.2358836559455115
185.4851269,26.36887926,-7.60502845,28.9366346,-35.91033902,61.60376637,0.6802855906023,-2.681368890441948,-10.085432206539124,-2.5362683314243197,3.2165539220266197
185.54336111,26.67412658,-7.58349212,29.13903054,-34.45019582,60.84692123,0.697879068153917,-2.6760413196750585,-14.682241993195788,-2.496265056916884,3.194144125070801
185.55188452,26.94543062,-7.5741985,29.27527569,-32.94070556,60.05624769,0.710445058234168,-2.671306170903096,-10.892167020042365,-2.4580619356974918,3.16850699393166
185.62346339,27.21417252,-7.55959329,29.41481358,-31.42856385,59.24517824,0.718099479223658,-2.6666157399100308,-13.64785341338326,-2.421658967766145,3.139758446989803
185.67720765,27.45957446,-7.54343655,29.50074386,-29.884701,58.41335923,0.721154132942822,-2.662332668066249,-13.236947056927129,-2.387056153122842,3.1082102860656637
185.69355718,27.67602202,-7.49470376,29.53556163,-28.30347896,57.60041805,0.720034711665902,-2.6585549454863413,-8.626443416952512,-2.354253491767583,3.0742882034334853
185.77382593,27.89787618,-7.43847141,29.55752445,-26.72772381,56.78259603,0.715211856609501,-2.654682859935095,-10.66844373520226,-2.3232509837003685,3.0384628403098697
185.8755687,28.08844564,-7.37069062,29.55827871,-25.15546002,55.96661631,0.707199202329636,-2.651356795404347,-7.140936094724992,-2.2940486289211983,3.001247831250834
185.93408704,28.27505222,-7.28615403,29.49746525,-23.538603,55.17395897,0.696575734567647,-2.648099896177461,-3.5785375771624217,-2.2666464274300724,2.9632221619977193
186.04259041,28.45995471,-7.17838219,29.41825381,-21.93290021,54.3955448,0.683944397811216,-2.6448727389318254,-4.253021811910784,-2.2410443792269907,2.9249887770382066
186.15592467,28.63172475,-7.05847581,29.3018402,-20.32154893,53.61656276,0.669853980970733,-2.641874786177543,-1.0185793874439852,-2.217242484311954,2.8870964652826867
186.28387227,28.80709576,-6.9169736,29.15340171,-18.7056132,52.86285699,0.654771129978608,-2.6388139846404948,-0.2920424530827858,-2.1952407426849607,2.850011872663569
186.41361381,28.98256125,-6.7696522,28.9659592,-17.07884859,52.10448707,0.639098175627286,-2.6357515341163698,1.7802829609214754,-2.175039154346012,2.814137329973298
186.54889871,29.15256353,-6.60485335,28.74088984,-15.45501302,51.33427531,0.62318354421016,-2.6327844345944724,6.335758114905943,-2.156637719295108,2.779821263505268
186.68575453,29.34359802,-6.4478962,28.4864925,-13.80881182,50.5810731,0.607323112085469,-2.629450253759104,9.14991652884556,-2.1400364375322476,2.7473595496177166
186.83385636,29.53433252,-6.26656086,28.19960851,-12.1786277,49.82489692,0.591772077843074,-2.6261213087369595,7.724998311600117,-2.125235309057432,2.717007386900506
186.98513014,29.75705995,-6.10223294,27.88115786,-10.52754836,49.06737478,0.576751385419437,-2.622233981748954,6.896846562844949,-2.1122343338706604,2.6889857192900974
187.13539213,29.96036249,-5.92458346,27.53916417,-8.90181769000001,48.2924725,0.562434570761517,-2.6186856830482865,14.559358596550886,-2.1010335119719334,2.6634680827334503
187.30822363,30.2100379,-5.76632015,27.17491165,-7.26497173,47.51645114,0.548943300594347,-2.61432802508252,13.88181305427949,-2.09163284336125,2.640576143955597
187.46893467,30.46981144,-5.60043749,26.78142207,-5.63781093,46.73620491,0.536366573503333,-2.6097941214999585,8.974411455255904,-2.0840323280386115,2.6203989015419444
187.62546241,30.74255278,-5.43677464,26.36514901,-4.02123481,45.94543322,0.524776280099361,-2.605033887110657,10.20935931007827,-2.078231966004017,2.6030082461033777
187.7830486,31.03067998,-5.28011393,25.93245736,-2.41848015999999,45.13993694,0.51422847378937,-2.600005118806105,9.727945142494754,-2.0742317572574676,2.5884602310468376
187.92847549,31.33356298,-5.12976315,25.4795672,-0.830841249999995,44.32660746,0.50476461302688,-2.5947188132077867,9.913909974295088,-2.0720317017989616,2.5767963148258417
188.06906062,31.64728554,-4.98964693,25.01345198,0.735678719999999,43.49576293,0.496418283100093,-2.5892433215980017,10.687982696189202,-2.0716317996285003,2.5680500827285933
188.19068081,31.9813757,-4.85888715,24.5295175,2.28339347,42.6713281,0.489229373807968,-2.583412348307487,8.737418432116506,-2.0730320507460833,2.5622614245540514
188.30278183,32.32512873,-4.74561094,24.03867085,3.80428024,41.83838453,0.483257701176097,-2.57741272612028,6.750930056047544,-2.07623245515171,2.559490156327807
188.39737931,32.67925014,-4.63902953,23.53730547,5.29803985,41.00909763,0.478576381142133,-2.5712321415639754,1.0337358266765406,-2.0812330128453813,2.559809393987514
188.47405433,33.0416519,-4.54666837,23.02839169,6.76266051,40.18265551,0.475248270922407,-2.564907037636953,4.783434352919613,-2.088033723827097,2.563281994749504
188.47611289,33.38304745,-4.51491848,22.50177776,8.20165642,39.33385235,0.473313205615456,-2.558948561237796,9.960925653689223,-2.0966345880965576,2.5699477937120134
188.55280555,33.78558213,-4.41033642,21.98890743,9.60389408,38.55672114,0.472795351281445,-2.551923005718334,0.028649579673079,-1.9966557846348019,2.469451135916247
188.520535,34.14391666,-4.40169052,21.45604019,10.976824,37.74191108,0.473708277789867,-2.545668888346248,3.4288459232056923,-1.8958428352760726,2.3695511130659397
188.51869747,34.52967651,-4.35092698,20.92961415,12.31287073,36.97550428,0.476045176890762,-2.538936108841748,4.45983460163113,-1.8002112088404711,2.2762563857312332
188.47985034,34.92443171,-4.35983174,20.39740707,13.62452932,36.2152193,0.479769879913112,-2.5320463308623795,-3.3261455140332075,-1.700822203143598,2.18059208305671
188.38993916,35.29932386,-4.39525417,19.85533458,14.90431739,35.44869754,0.484815367322663,-2.525503228504999,-0.3211039304540364,-1.5998232496635747,2.0846386169862376
188.28569546,35.68588935,-4.45727884,19.3141503,16.15707536,34.71381143,0.491078026772384,-2.518756387929914,0.4174565771464245,-1.5129923964989331,2.004070423271317
188.14335308,36.06713142,-4.54503208,18.76669687,17.38006333,33.98697955,0.498411433746803,-2.512102458561295,-0.7383580493947051,-1.4464940864801275,1.9449055202269305
187.97396033,36.44973884,-4.6577225,18.21637114,18.57435039,33.27627565,0.506636712190369,-2.505424699339734,0.6584219696481597,-1.3703667088513047,1.8770034210416737
187.77785961,36.8307085,-4.79414733,17.6636326,19.74130839,32.58231914,0.515563729429952,-2.498775524422531,1.9272100133438383,-1.3052595016761481,1.8208232311061001
187.55897048,37.21736081,-4.95047392,17.10919892,20.87988155,31.90991929,0.525009125600257,-2.492027168552589,3.16174247981138,-1.2472952499309178,1.7723043755311747
187.31746283,37.60532768,-5.13312291,16.55148309,21.9939234,31.24727564,0.534825275219114,-2.4852558692824323,5.808509855840249,-1.2000503959787603,1.7348756711978743
187.05914775,38.00309823,-5.3289283,15.99549111,23.07889474,30.61544259,0.544944228325119,-2.4783134635174635,10.122401770744638,-1.1674256368807805,1.7123698652058996
186.78733023,38.41322717,-5.53737441,15.44257922,24.13397181,30.01551962,0.55540143921515,-2.4711553631567496,7.703581376343749,-1.150925919825345,1.706327359040495
186.52684154,38.84683274,-5.79470726,14.89384038,25.15268826,29.40337471,0.566326143342431,-2.463587518305263,5.595131137487996,-1.1525170111725433,1.7188431545149743
186.20286161,39.26526493,-6.03022767,14.33772557,26.17229827,28.85104651,0.577923236912359,-2.4562844988934325,14.11763670683186,-1.1760434052681519,1.753966642180511
185.902847,39.72262499,-6.30723435,13.79163429,27.14948591,28.30582298,0.590452256014399,-2.448302059979314,17.08085671086934,-1.2148624314810959,1.8053146874954948
185.59383882,40.19819079,-6.61679909,13.24734917,28.10357434,27.77002295,0.604194211555489,-2.440001870959432,15.353214625495326,-1.2766968971355206,1.8808911086910096
185.28049996,40.69628334,-6.95667418,12.70623481,29.03278203,27.24922123,0.619414974512534,-2.431308515982278,19.17082391293068,-1.3618421830267171,1.9812571575392512
184.96229076,41.21908409,-7.33215875,12.1663032,29.9407264,26.73650958,0.636336889451762,-2.4221839215628824,17.380016616632687,-1.4656639401104092,2.1020008295621713
184.65775347,41.77978242,-7.77762664,11.62148267,30.8228965,26.20389623,0.655122420870418,-2.4123978895939486,13.709500187890631,-1.599547650287834,2.254670071158252
184.31838305,42.33955755,-8.18828634,11.09447668,31.68799078,25.74980974,0.675867451009543,-2.4026279705046694,18.050641928413214,-1.7529896023978175,2.4288570534073606
183.99870657,42.94183115,-8.67145904,10.55933544,32.53051553,25.26593508,0.698596005561567,-2.3921163131868304,20.33334060381531,-1.923639565147633,2.6222355707091998
183.67366745,43.56345357,-9.18870015,10.01758278,33.3517241,24.78282917,0.723254576855374,-2.381266955253615,18.08784536674324,-2.1142220581827593,2.8374766350381333
183.35973484,44.22038134,-9.7544293,9.49233043999999,34.15133255,24.30365044,0.749711233189803,-2.3698014027193306,17.352707449811433,-2.316172730262492,3.065883963452295
183.03720565,44.89098531,-10.34906322,8.95157750000001,34.93217663,23.80664229,0.777758637275311,-2.3580971554658863,18.28636086121272,-2.5345198478576014,3.3122784851329126
182.72513893,45.59835522,-11.0079392,8.41891014000001,35.69010395,23.27045472,0.807107335830064,-2.3457512215068497,15.655763960680249,-2.772969871196988,3.580077207027052
182.40669814,46.32329018,-11.71011003,7.87668920000002,36.4297274,22.68420886,0.837354473347901,-2.3330987195920363,15.584945480946466,-3.0184831664281084,3.8558376397760092
182.07883814,47.06603002,-12.46474679,7.32008320999998,37.15317363,22.02491386,0.867944297335778,-2.3201354638983007,19.072352436553253,-3.2769403101644925,4.144884607500271
181.75422632,47.84489021,-13.31598453,6.76174691,37.85580998,21.24144065,0.898164024602074,-2.306541789170092,16.94301758785155,-3.5372060801796454,4.435370104781719
181.42612007,48.64298135,-14.19386284,6.20478025,38.53846373,20.3386211,0.927189570698705,-2.2926124710460964,14.930464464733006,-3.807287312980657,4.734476883679362
181.08118298,49.46356658,-15.17594737,5.62472642999998,39.20802233,19.25649396,0.954152488026366,-2.278290556989362,16.500869837789978,-4.0823863819971455,5.036538870023511
180.71603073,50.30547794,-16.26014292,5.02425855000001,39.86923251,17.96650301,0.97819049936843,-2.263596431747419,18.410593397368835,-4.360283767818882,5.338474267187312
180.33887593,51.17678597,-17.43867783,4.41244588999999,40.51493778,16.44809925,0.998462963549682,-2.248389237824853,18.32592223935503,-4.642266264175823,5.640729227725505
179.93956854,52.07345946,-18.73429396,3.77849740000002,41.15276559,14.66750911,1.01414897561122,-2.2327393331090044,17.27586758416333,-4.937792118732756,5.951941094343976
179.51392437,52.99500516,-20.15615653,3.11983815000002,41.78649918,12.61395433,1.02446057274882,-2.216655326436409,16.983102564784858,-5.233773426053246,6.2582339988020665
179.05881929,53.94042441,-21.71383497,2.43486861,42.41952388,10.28117277,1.02867943609713,-2.2001546477121736,15.19433381304669,-5.518363378503331,6.547042814600461
178.57286955,54.91053036,-23.4172194,1.72150550000001,43.05475133,7.67341136,1.0262031772102,-2.183223104791486,14.646640767117525,-5.818948376872692,6.845151554082892
178.0345923,55.89444648,-25.28114045,0.970739409999993,43.69661023,4.80212969,1.0165887462346,-2.166050528934038,15.56816239486114,-6.1117460043339715,7.1283347505685715
177.48235451,56.90997463,-27.29967814,0.198995889999992,44.34247904,1.68442623,0.99958814614678,-2.148326219069852,12.682614778531942,-6.400921136961472,7.400509283108252
176.8799119,57.93766755,-29.48787582,-0.609807759999995,44.99711102,-1.66359409,0.975175462067889,-2.1303895939164166,8.230817418097836,-6.699864829330888,7.675040291398777
176.23995435,58.98208493,-31.85193753,-1.45499287999999,45.65843754,-5.22996662,0.943576136574949,-2.112161071870364,7.591690063324386,-6.997970698645205,7.941546835220154
175.55155393,60.02804773,-34.38660027,-2.33944955999999,46.3229374,-9.00026817,0.905307402963929,-2.093905577156985,8.39455024589597,-7.293498866117471,8.1988062690814
174.84850018,61.09769241,-37.08316667,-3.25382449,46.99530194,-12.95216196,0.861198953222616,-2.075236755664544,3.2404830090060344,-7.590765567021724,8.45196452024434
174.1059512,62.16652514,-39.94415878,-4.20415219,47.65704825,-17.06544072,0.812361098169084,-2.0565821053729643,-1.3148612452829056,-7.888199586362272,8.700560684531355
