knee_moment,thigh,shank,foot,thigh_,shank_,foot_,shank_new,shank_new_second derivative,T_physics,knee_moment_minus_T_physics
-4.10954696875078,193.08825715,161.30758959,42.09642556,29.1194038,17.78898099,17.08650903,-0.3262441067885633,-18.360978922719084,-4.822223228426921,0.7126762596761411
-3.97333670630316,192.6791059,159.93735178,42.51703784,28.47298621,16.14461818,17.32728018,-0.3501592681083796,-26.52087314133018,-6.260458504111298,2.287121797808138
-3.80523560576731,192.24773623,158.51451364,43.00597632,27.81019744,14.45745918,17.63735327,-0.3749924783743319,-35.4284821194633,-7.822198456370689,4.016962850603379
-3.60551888054035,191.79651426,157.04492275,43.56180509,27.13253515,12.73295698,18.01318009,-0.4006416780621453,-30.985133897951123,-7.2508760296457515,3.6453571491054015
-3.37513378676459,191.31794426,155.51844744,44.20455444,26.43696096,10.9674521,18.46148362,-0.4272836981720468,-25.528372463557503,-6.521213018546037,3.146079231781447
-3.11569768603744,190.83386375,153.97496198,44.87902766,25.73581628,9.18401294999998,18.97156528,-0.454222601405706,-25.987079897562012,-6.737864364031579,3.622166677994139
-2.82947534893285,190.31819313,152.37611444,45.63045718,25.01808101,7.36706801,19.54560534,-0.4821277552161174,-24.066146088219664,-6.576936142941449,3.7474607940085987
-2.5193348233241,189.79140262,150.75610621,46.43136556,24.29373682,5.53802153999999,20.16943102,-0.510402232739023,-14.265302033522609,-5.154994457683123,2.6356596343590226
-2.18868294809196,189.23563531,149.09589258,47.28942135,23.55316608,3.68010594999998,20.85456906,-0.53937842686901,-4.357483258306516,-3.7171815718724672,1.5284986237805072
-1.84138840784463,188.69328401,147.45551628,48.17995701,22.81703905,1.83378480000002,21.58035177,-0.5680083942756922,-9.850175786005888,-4.739199085290074,2.8978106774454435
-1.4817076583906,188.12981098,145.79070418,49.11138185,22.07886425,-0.001141959999984,22.33693961,-0.5970648468477333,-8.774620125122645,-4.709778462299522,3.2280708039089223
