knee_moment,thigh,shank,foot,thigh_,shank_,foot_
1.82600029299278,189.71287668,160.52115258,42.15345946,31.65159637,22.69120675,19.4782766
3.15508544429674,189.32062516,159.04440368,42.41869298,31.06326138,21.21768532,19.24658163
4.40781735907769,188.8875619,157.47894336,42.71489167,30.42782392,19.63142089,19.05079193
5.57133501963263,188.39934613,155.81335235,43.04557359,29.74824506,17.9443094,18.87545369
6.62429835067927,187.89713516,154.09577515,43.38404279,29.02520264,16.15119366,18.73716133
7.53557558192867,187.36426353,152.31114642,43.74534894,28.2592955,14.26079208,18.63441045
8.26669408884013,186.79326456,150.45312859,44.12621556,27.45341806,12.28135501,18.56402655
8.77645909089298,186.19196782,148.53286711,44.52423703,26.60373025,10.20110541,18.52999389
9.02680656832191,185.55202435,146.54924172,44.94074702,25.72432752,8.06434184,18.51399397
8.98954865388901,184.88933521,144.52040013,45.37180171,24.80513283,5.84066878000002,18.54365569
8.65365753748763,184.20142977,142.44682614,45.82506915,23.84959321,3.54092066999999,18.61612552
8.03260704604349,183.47703523,140.32722207,46.28050239,22.87893006,1.22626265000002,18.68489566
7.17083410507591,182.74442591,138.18363788,46.79356537,21.86078069,-1.19377848000002,18.85087521
6.14787881329558,181.98165608,136.01157449,47.31204073,20.83695887,-3.60077965000002,19.01419048
5.078603921229,181.20528261,133.82745169,47.87509601,19.78484972,-6.05805599999999,19.25212564
4.10790658275212,180.41802834,131.63880984,48.4820257,18.71370722,-8.53936260999998,19.54673521
3.39694749339262,179.62357689,129.4551925,49.13690339,17.62793906,-11.03229445,19.90226018
3.09629249950204,178.81780667,127.27814541,49.85254762,16.52909286,-13.53203564,20.33677254
3.29804531024944,178.0080806,125.11830336,50.62802006,15.4299583,-16.00256609,20.82785016
3.96890060803208,177.19179219,122.9799091,51.47898334,14.32451543,-18.46435478,21.41031912
4.93625290727786,176.39496657,120.88897303,52.41280491,13.20701439,-20.91902873,22.09252755
6.00257989989984,175.58394597,118.82048039,53.42732776,12.09755498,-23.32643332,22.85172648
7.06878758506873,174.78393876,116.8000667,54.52767128,10.98754393,-25.70036572,23.70560369
8.1116097344278,174.00912191,114.84469634,55.71978213,9.86757378999999,-28.06880236,24.7075474
9.1038942263326,173.20401408,112.91054063,56.97502248,8.78059260000001,-30.30818497,25.68384137
10.0016378984106,172.42862081,111.05240956,58.30924052,7.68460141,-32.5365215,26.79257967
10.7626770041523,171.68246424,109.27391785,59.70543139,6.58385945000001,-34.74370703,28.01510737
11.3609540654274,170.90439937,107.52434807,61.13811878,5.51935642999999,-36.80585165,29.19106243
11.8005031160898,170.18560901,105.88729966,62.60575513,4.43741411000002,-38.87874641,30.48432281
12.099311022227,169.44526997,104.29051056,64.08468327,3.376529,-40.84842876,31.76052924
12.2523685903314,168.72284436,102.77576102,65.56230649,2.32873419000001,-42.74008746,33.03694388
12.2377211619919,168.02202108,101.34662414,67.02289484,1.29072934999999,-44.56188176,34.30424591
12.0524956344688,167.32911579,99.99218571,68.4529248,0.26485206000001,-46.30557854,35.54769173
11.7227083349088,166.68059382,98.75790202,69.82867865,-0.742772639999998,-47.9569332,36.73876726
11.2906773273997,165.99251257,97.53624912,71.16543934,-1.75428091000001,-49.57056478,37.91751054
10.7958424399768,165.34437401,96.43100833,72.43096424,-2.74608445000001,-51.08776808,39.02324102
10.2559113678238,164.72102788,95.42204,73.62078052,-3.71946842,-52.51230451,40.05187181
9.66650013918372,164.08949964,94.46628966,74.73874154,-4.69585241000001,-53.90063442,41.04779016
9.01431723739828,163.48400202,93.60946726,75.76756802,-5.65306156,-55.19385564,41.94836646
8.28818335876233,162.89147104,92.83317865,76.71082234,-6.59856475000001,-56.41450616,42.77758123
7.49672333369062,162.32161403,92.15302005,77.55828957,-7.52295038,-57.53620797,43.50937583
6.67896379243646,161.74775244,91.52719895,78.31488785,-8.45472343,-58.63769752,44.19488913
5.88226982684385,161.19806709,90.99758718,78.97590563,-9.36453815000002,-59.64103241,44.78160035
5.13663971001458,160.66252826,90.54599004,79.54665967,-10.26531429,-60.58259251,45.30271967
4.45401668918714,160.13827877,90.17901114,79.99623861,-11.14869048,-61.43744001,45.69623164
3.83636221000289,159.62660861,89.88856487,80.36196054,-12.01790425,-62.21823688,46.03307359
3.27902571639511,159.13211247,89.67587469,80.61797189,-12.88534063,-62.96253311,46.27840618
2.7729845336043,158.6521641,89.54313227,80.77983422,-13.73783387,-63.63012142,46.44935069
2.30886122595548,158.17704766,89.47658746,80.84687487,-14.57542886,-64.22513526,46.54310344
1.87977928219321,157.73327328,89.50960164,80.79303418,-15.40156322,-64.75940266,46.52354394
1.48012044487507,157.30012639,89.61190997,80.65084326,-16.21365303,-65.22557584,46.43468599
1.10316033044751,156.87089374,89.77441241,80.42800411,-17.01027809,-65.62252385,46.28225941
0.740556827258631,156.46122333,90.01770966,80.09731218,-17.79500064,-65.96031838,46.03710977
0.383464696788729,156.07737847,90.34915311,79.65629754,-18.56444569,-66.23082302,45.69050935
0.0250525821501912,155.70703053,90.74847245,79.10567747,-19.32625907,-66.45236107,45.24451169
-0.337781822991995,155.34061525,91.2036453,78.51111187,-20.06166452,-66.58767071,44.77374026
-0.705707325710986,154.99400676,91.73465989,77.80798569,-20.78572854,-66.66863893,44.20205577
-1.0790319147367,154.6644766,92.33340651,77.00275264,-21.50145993,-66.70335438,43.52828868
-1.45832499320265,154.34607527,92.9965042,76.14792463,-22.18550038,-66.64533642,42.8318928
-1.8443306610911,154.05051591,93.73362306,75.19491777,-22.85803503,-66.53705851,42.03809424
-2.23791208628735,153.76970908,94.533303,74.16653628,-23.51127369,-66.36475473,41.1786917
-2.6400203770811,153.5117636,95.40512432,73.05491389,-24.14448397,-66.12735094,40.23847353
-3.05167865327523,153.27830368,96.3442665,71.86680609,-24.76409028,-65.84067804,39.21136693
-3.47397597389178,153.06108294,97.34757973,70.60766896,-25.3555041,-65.47641098,38.13857159
-3.90806989635702,152.85374067,98.40257212,69.2756715,-25.92011797,-65.03878003,37.00911046
-4.3551953935532,152.69114538,99.54563155,67.86848066,-26.47209857,-64.56087182,35.78712545
-4.81667537825994,152.53020524,100.72575909,66.39376434,-26.99531121,-64.00955767,34.51935274
-5.29392705385087,152.40918491,101.98365584,64.85146087,-27.50481385,-63.42170457,33.18914858
-5.78845794250543,152.29873876,103.28486578,63.24706671,-27.98504125,-62.76154685,31.79413595
-6.30184522267917,152.20840513,104.63576159,61.58546526,-28.44525714,-62.05598228,30.34894562
-6.83569202014605,152.14522006,106.0415307,59.87053801,-28.88281818,-61.29736122,28.85365722
-7.39155463702529,152.09889687,107.48956349,58.10707153,-29.29387945,-60.47794507,27.30742719
-7.97083546403004,152.08213056,108.98185599,56.31872121,-29.69824994,-59.65767104,25.75185891
-8.57463758478906,152.08129097,110.51092423,54.49515733,-30.07167456,-58.76680414,24.14906471
-9.20357990476752,152.09830222,112.07081422,52.65357559,-30.42258532,-57.83326888,22.51986864
-9.85759431939259,152.14400561,113.66516647,50.80900418,-30.7587495,-56.88067235,20.90638556
-10.5357660363043,152.186318,115.27198211,48.94258333,-31.06398342,-55.86412366,19.2253429
-11.2362618173996,152.26219717,116.91125924,47.08990373,-31.35316894,-54.82947969,17.57217009
-11.9563195577037,152.35921753,118.55924678,45.27421279,-31.63131977,-53.7912583,15.96657966
-12.6922527869496,152.45243277,120.21166329,43.44513288,-31.87820518,-52.69486995,14.2932853
-13.4394570762351,152.57750958,121.87044342,41.67574723,-32.11591727,-51.60538492,12.70619177
-14.1924235448738,152.70544564,123.52495795,39.91925934,-32.32808502,-50.47818873,11.09254487
-14.9447665345141,152.84372899,125.16830954,38.19922277,-32.52202219,-49.33551858,9.49263839
-15.6892719662189,152.99207507,126.79756185,36.52027955,-32.69964282,-48.18731562,7.92141393
-16.4179694209972,153.143992,128.39774082,34.88546066,-32.86308104,-47.03973642,6.36213804
-17.1222291276108,153.29609889,129.9650141,33.28918042,-33.01118746,-45.89176148,4.82774628
-17.7928860578318,153.46016303,131.51380751,31.71367103,-33.12140905,-44.68092917,3.24562623
-18.4203937501944,153.62051913,132.96287868,30.30167575,-33.27416077,-43.64393424,1.9042528
-18.9949929528396,153.77242584,134.37607036,28.89357338,-33.38932242,-42.55010478,0.487717269999997
-19.506833977408,153.9251017,135.72773474,27.56132765,-33.49972085,-41.49762725,-0.868865709999994
-19.94599321855,154.04519353,136.96851103,26.32124665,-33.60089118,-40.47852087,-2.18855569
-20.3024315891871,154.21251268,138.2049933,25.13622184,-33.71097962,-39.54033247,-3.41038859
-20.5660230179012,154.34426376,139.30880261,24.07643528,-33.80481287,-38.62344854,-4.56934972
-20.726729241246,154.43055461,140.28082838,23.11577045,-33.89184866,-37.75339961,-5.69058702
-20.7749140147938,154.55970633,141.22757246,22.24130145,-33.98563426,-36.9671107,-6.68438539
-20.7017595229015,154.64290735,142.02760676,21.47653751,-34.06988136,-36.22476618,-7.65487552
-20.4997434444519,154.75145458,142.78144446,20.80492349,-34.15889921,-35.56500255,-8.48499343
-20.1631336535799,154.82938234,143.40565107,20.24504895,-34.24032169,-34.95554428,-9.27123175000001
-19.6884588196577,154.89755063,143.9324421,19.79281141,-34.31748212,-34.40571009,-9.97341726
-19.0749169621421,154.96405916,144.37402109,19.43680297,-34.39254577,-33.92031506,-10.5921504
-18.3246899090489,155.02729613,144.76632551,19.09874331,-34.4655764,-33.49041525,-11.14754601
-17.4431390846558,155.08782712,144.99989001,18.99537697,-34.53987031,-33.1505614,-11.57274012
-16.4388665199171,155.14049276,145.20967497,18.83159807,-34.60847911,-32.84932884,-11.97389028
