thigh,shank,foot,thigh_,shank_,foot_,knee_moment
163.28651492,74.61436242,-71.18883058,-9.31139744999999,52.02627853,-53.69394455,0.109759322162082
162.7266901,75.17730725,-73.41951359,-9.75772971000001,51.99871226,-55.85641909,0.0797728099609092
162.12183279,75.6637164,-75.51231725,-10.20277883,51.94196424,-57.80931521,0.0523225155866982
161.45809708,76.05209995,-77.47059077,-10.66131881,51.86365699,-59.61120896,0.0275375692076885
160.54386974,76.1696473,-79.33257293,-11.17173267,51.75861484,-61.2371688,0.0057252299916411
160.21433555,76.74285449,-80.74251234,-11.53367195,51.59511615,-62.27741447,-0.0127169190676348
159.51023799,76.96142384,-82.36715865,-12.10208144,51.51504412,-64.07935408,-0.0275028205733176
158.84713837,77.16560855,-83.73078482,-12.59816689,51.36388475,-65.27713613,-0.0385671103589561
158.22322599,77.34100186,-84.92450111,-13.12404219,51.20115809,-66.38620126,-0.0460416633481962
157.56671153,77.42770076,-86.01150305,-13.68477779,51.03917592,-67.43478451,-0.0501968634783662
156.92451136,77.4623716,-86.98156591,-14.26417607,50.86235642,-68.38665565,-0.0513926987041394
156.31108778,77.46971053,-87.8592604,-14.85779557,50.6714536,-69.28909696,-0.0500392222221192
155.71182818,77.41904344,-88.67152774,-15.46404635,50.45238688,-70.09604799,-0.0465656100676512
155.1890527,77.38030665,-89.33054508,-16.08236736,50.24434124,-70.92475526,-0.0413968561854449
154.77359851,77.41057495,-89.79135673,-16.66561661,49.9947069,-71.59673315,-0.0349370545342402
154.25173853,77.24750976,-90.5186999,-17.32033142,49.72760375,-72.40545726,-0.0275582015005486
153.95767432,77.2100495,-90.73993838,-17.86047421,49.46112501,-72.67910187,-0.0195934910290265
153.40988234,76.88256767,-91.46381898,-18.59654195,49.15912956,-73.85983352,-0.0113341523015105
153.13395758,76.75404554,-91.58326184,-19.10893081,48.80250361,-74.02276486,-0.0030289810893931
152.72484578,76.35878658,-91.70292428,-19.84287193,48.49858927,-74.96330388,0.0051141707797334
152.37603653,76.08165856,-92.39963282,-20.52155011,48.05923354,-75.90167103,0.0129255673954275
152.16309283,75.78616067,-92.30922832,-20.91743319,47.51749704,-75.74465697,0.0202699298695988
151.81190235,75.32980126,-92.92600756,-21.73648147,47.0880604,-76.90609484,0.0270423508493233
151.5643406,74.81353735,-92.78777787,-22.23822758,46.55580809,-77.0737377,0.0331640939526057
151.36993429,74.3520982,-93.20606179,-22.86080967,45.92406398,-77.70932974,0.038578508711091
151.12292397,73.74044829,-92.97942275,-23.37593212,45.32671514,-77.82690152,0.0432472232996187
150.97894484,73.17630134,-93.17023499,-23.96008162,44.61340605,-78.25505179,0.0471467216091667
150.75862644,72.45281401,-92.84573074,-24.44336996,43.92213057,-78.28906233,0.0502653666875294
150.57076881,71.69478063,-92.73254168,-24.99691881,43.148851,-78.52200028,0.052600897126658
150.42040073,70.90057084,-92.47469904,-25.48324389,42.33559122,-78.57700778,0.0541583948389348
150.29468532,70.06763862,-92.16932005,-25.95084406,41.47487688,-78.56211191,0.0549487006738551
150.29539666,69.28607963,-91.89712888,-26.38924938,40.53860827,-78.45857422,0.0549872376138623
150.16769575,68.31360079,-91.35866779,-26.82500872,39.62151963,-78.29483775,0.0542931891248085
150.18242335,67.39949672,-90.88761499,-27.20264258,38.6144211,-78.02544994,0.0528889720306054
150.04014403,66.29421394,-90.1703816,-27.57168211,37.61180569,-77.6844428,0.0507999384073327
149.94645631,65.16185712,-89.52684384,-27.92636562,36.54099311,-77.3313948,0.0480542389269574
149.90516939,64.01410011,-88.85838491,-28.25507155,35.42550717,-76.92515119,0.0446827807776974
149.8901201,62.82415392,-88.11116119,-28.54459981,34.27460366,-76.447803,0.0407192170034561
149.9007748,61.60214715,-87.33086922,-28.80013328,33.07758993,-75.91083593,0.0361999109817449
150.09983591,60.45292961,-86.6835775,-28.97812588,31.79342617,-75.36396114,0.0311638296353809
150.04614931,59.08690981,-85.65546653,-29.17925962,30.54810502,-74.67307107,0.0256523313076921
150.21093795,57.79999794,-84.99166721,-29.29251376,29.18940434,-74.09393536,0.0197088281919485
150.19488796,56.35639645,-83.95101969,-29.44557322,27.87148544,-73.36392771,0.0133783178654332
150.38199168,54.98501967,-83.23889476,-29.47184146,26.42335084,-72.67884949,0.0067067929456381
150.51110866,53.53282539,-82.34430794,-29.51090117,24.98771263,-71.99401405,-0.0002594486949189
150.67477975,52.07514718,-81.44634523,-29.49178304,23.50547388,-71.22770306,-0.0074745592636961
150.86676211,50.59905591,-80.52771903,-29.43628032,21.98741018,-70.43958683,-0.0148939209135454
151.09474691,49.11844033,-79.59472776,-29.33559249,20.43231817,-69.61444293,-0.0224749170619731
151.25025911,47.57040204,-78.44493445,-29.25638217,18.90922324,-68.70373146,-0.0301776844075147
151.58572763,46.10630736,-77.66209544,-29.07745817,17.28963611,-67.94973201,-0.0379658365473441
151.94385411,44.62032006,-76.714028,-28.85596104,15.64786126,-67.1358278,-0.0458071259825833
152.15474218,43.09354317,-75.18667433,-28.57971001,13.96974103,-65.55503173,-0.0536740059444798
152.78453707,41.70693292,-74.76014924,-28.23961723,12.22269438,-65.11963539,-0.0615440715526047
153.008927,40.13573133,-73.24346121,-27.94173685,10.55086519,-63.66476537,-0.0694003734146261
153.4365588,38.66636605,-72.69246037,-27.65020165,8.83569799999999,-63.19698548,-0.077231605005697
154.17863301,37.30057566,-71.76982351,-27.14798721,7.03555255,-62.2989031,-0.08503217439422
154.52448083,35.8014588,-70.77696284,-26.77281709,5.27912293,-61.27334972,-0.0928021761795815
155.01033639,34.36357909,-69.85250324,-26.33954444,3.52468264,-60.34041722,-0.100547236306104
155.53813802,32.95937491,-68.88308816,-25.86532603,1.74950322000001,-59.34825452,-0.108278021366276
156.09335764,31.57747403,-67.91988637,-25.37063049,-0.0178738000000038,-58.37395707,-0.116009038626825
156.9019411,30.27517256,-66.83639737,-24.76761122,-1.8111543,-57.39368371,-0.123756563801598
157.35665988,28.91579823,-65.94088431,-24.27171508,-3.58518067,-56.38870392,-0.131535928246357
157.88882976,27.56417701,-65.01627881,-23.74226736,-5.33360112,-55.43797091,-0.139358465456651
158.45258411,26.25187832,-64.07057846,-23.1793947,-7.08368139,-54.44524888,-0.147228264801396
159.05157643,24.9746857,-63.09734697,-22.59904055,-8.81917815,-53.45365447,-0.155138827232611
159.85562863,23.80789613,-61.87782114,-21.92591655,-10.54281827,-52.34557581,-0.163069741218401
160.3510728,22.58971152,-60.95875739,-21.35430251,-12.25536756,-51.27106348,-0.170983521541354
161.17963769,21.55424298,-59.58242992,-20.61820556,-13.971329,-49.91411037,-0.178822777209116
161.59866742,20.29679144,-58.70263548,-20.08780369,-15.5995322,-48.99982907,-0.186508115958766
162.29810423,19.23720799,-57.34653732,-19.36207635,-17.26909154,-47.58136292,-0.193937675094456
162.72309471,18.06050081,-56.39863289,-18.79740104,-18.85111721,-46.53718926,-0.200988966242019
163.31817887,16.97442459,-55.09291358,-18.11236368,-20.44192005,-45.21195539,-0.207522678568791
163.77985916,15.9286746,-54.04964922,-17.46858951,-22.00167895,-43.91068237,-0.213387626026406
164.41074234,15.10030819,-52.64503163,-16.72594835,-23.5370008,-42.33286689,-0.218426439499747
164.80309618,14.02181983,-51.62546045,-16.12130858,-24.99107787,-41.16546432,-0.222481937751465
165.24534282,13.03846784,-50.57405613,-15.43895033,-26.46214518,-39.83549531,-0.225404144830213
165.66020947,12.21427358,-49.45544583,-14.76197869,-27.80765335,-38.31836916,-0.22705787316969
166.10713304,11.25053575,-48.46582873,-14.06013132,-29.23641898,-37.16198878,-0.227330716437794
166.62298881,10.71551956,-47.31413394,-13.31178375,-30.57140126,-35.74457473,-0.226141235086909
167.00072845,10.12969064,-46.48434391,-12.67390381,-31.73849481,-34.40129519,-0.223447077631388
167.40193865,9.43615583,-45.65021411,-11.96213762,-33.00575626,-33.31408947,-0.219252730079747
167.76835523,8.88154716,-44.87751917,-11.31917124,-34.0789226,-32.16164628,-0.213616517991271
168.1310523,8.56707913,-44.29903488,-10.70157106,-35.05770253,-30.98737593,-0.206656413983718
168.50237744,8.09947254,-43.65810397,-9.95193313999999,-36.18302423,-30.04336632,-0.198554119886412
168.85338603,7.9299018,-43.2139932,-9.36335023000001,-37.00084383,-29.01855722,-0.189556778311936
169.20528655,7.61989468,-42.62408974,-8.70235955999999,-37.87635755,-28.08026514,-0.179975619720658
169.54796778,7.5137839,-42.17650969,-8.04081836,-38.68224558,-27.11969657,-0.170180973893756
169.87417291,7.64343697,-42.00654284,-7.50664856,-39.30628693,-26.23094091,-0.160593152212729
170.19737045,7.62120235,-41.4169757,-6.81828674000002,-40.00905056,-25.21077213,-0.151668539157135
170.52372562,7.88495736,-41.33438621,-6.28945868,-40.52905091,-24.33919675,-0.143880055944103
170.8089814,8.08595744,-40.65028338,-5.63039684,-41.09632075,-23.07099151,-0.137691183566039
171.14063451,8.43154546,-40.56610926,-5.08129362,-41.5456951,-22.15190871,-0.133522878139631
171.37542161,8.81804173,-39.74294163,-4.46364573,-41.98250345,-20.56861426,-0.13171291423677
171.61219757,9.22559653,-39.1641778,-3.86759648999998,-42.39736069,-19.11774432,-0.13246746312324
171.87192697,9.6904358,-38.46220864,-3.26278556,-42.77761833,-17.44930651,-0.135805067502911
172.12373227,10.20335749,-37.60421253,-2.65673332,-43.13690258,-15.53524773,-0.141493630706269
172.35857255,10.74543143,-36.6198627,-2.04619853,-43.48414659,-13.41226201,-0.149017598966949
172.57909141,11.30920173,-35.51099482,-1.42926385000001,-43.82591152,-11.06674097,-0.157663914082757
172.78492207,11.88830377,-34.29920711,-0.80731572000002,-44.17007592,-8.51628146,-0.166708695716793
172.97373631,12.47776036,-33.01141279,-0.182490940000008,-44.52014885,-5.78552579,-0.17552390080499
173.15314128,13.07478247,-31.67267456,0.447346399999986,-44.8836914,-2.88302556999999,-0.183525221848973
173.29903205,13.67531594,-30.32189205,1.06822918999998,-45.24451616,0.115164679999992,-0.190065613712727
173.44244743,14.27798561,-28.97856152,1.69735101999999,-45.62496585,3.25114293999999,-0.194383255834288
173.55705001,14.88741142,-27.6764445,2.31422439000002,-46.00555165,6.43486944,-0.195676864002439
173.63803024,15.49230049,-26.42189899,2.92469988000002,-46.38219289,9.67128053000001,-0.193296553389949
173.70501297,16.10506,-25.25006911,3.52385536,-46.76447017,12.95123079,-0.186893860190216
173.74922261,16.71746811,-24.15640492,4.12036486,-47.13574179,16.25872928,-0.176411661586414
173.78057801,17.34896538,-23.16820694,4.70399459000001,-47.49592582,19.56489259,-0.1619733378485
173.2306351,17.47680936,-22.29919128,5.28435407000001,-47.8917547,22.68803841,-0.143790533667716
173.40152316,18.29242002,-21.61132514,5.84240533000002,-48.17749938,25.98060436,-0.122137122625163
173.49632633,19.00667671,-20.83397602,6.42041652999998,-48.47577308,29.36312323,-0.0973440909515012
173.00352282,19.14690795,-20.21486958,7.03739755000001,-48.83031627,32.63463045,-0.0697599336065417
173.1626587,20.03573488,-19.78649883,7.54884191000002,-49.00904008,35.748654,-0.0397054404253685
173.25699589,20.7609865,-19.22071179,8.12856797000001,-49.21783844,39.08207075,-0.0074768351475163
172.78039276,20.84217473,-18.84940171,8.77282211000002,-49.49567652,42.31628757,0.0266108372920953
172.93045174,21.73573655,-18.58519063,9.26817359,-49.57899961,45.2157122,0.0621860901144663
172.6994688,21.9597404,-18.19878118,9.93614044,-49.78738042,48.48757306,0.0988238089004742
172.83854817,22.8248157,-18.03217394,10.42181352,-49.81116493,51.16035692,0.136077410151298
