knee_moment,thigh,shank,foot,thigh_,shank_,foot_,shank_new,shank_new_second derivative
-0.23168250495263,204.38818683,174.59039661,36.36561371,31.9819545,13.29282174,30.67417335,-0.0944153903825469,-12.113649659681158
0.0209780527308343,203.78722661,172.66718132,36.46716816,31.05975453,11.0398376,30.40068342,-0.1279818294177445,-18.581183623777786
0.29567002403689,203.16526311,170.70926298,36.5902721,30.11102323,8.75341423,30.12025484,-0.16215395093592616,-32.52225758748537
0.589242959312675,202.51382241,168.7142884,36.74347159,29.11950401,6.37771430999999,29.92113779,-0.19697282585051748,-44.943818233798005
0.897482099397149,201.816623,166.64179054,37.00476236,28.08994329,3.91807279999998,29.86199769,-0.23314473724805396,-36.65785539265167
1.2153144348362,201.07847301,164.50388637,37.38727234,27.01569746,1.34844380000001,30.00664448,-0.27045820410667026,-16.242590779092314
1.53706932212212,200.33296651,162.36428406,37.86550289,25.94425415,-1.16715093000002,30.1492828,-0.3078013090994469,-10.629025474045406
1.85677646729706,199.5675762,160.20042115,38.46993463,24.84171621,-3.75220372000001,30.48771363,-0.34556784144073227,-5.965999640902275
2.16847471562005,198.78930076,158.02587775,39.20753137,23.70826107,-6.41080870000002,31.05231683,-0.3835207834982444,-2.1219049820647484
2.4664869006861,198.00775014,155.86277327,40.08652772,22.59795757,-8.95451435000001,31.59406212,-0.4212740787388845,-2.604594985318176
2.74561892752775,197.20157157,153.67531382,41.13773955,21.4437686,-11.61227861,32.45308485,-0.4594524483952484,10.380919939558186
3.00128152108997,196.39862481,151.51020216,42.31709879,20.28639319,-14.25419733,33.46687818,-0.49724077553556856,21.97811445627309
3.22956254648404,195.59949139,149.38422818,43.59630616,19.14764013,-16.79936534,34.47947295,-0.5343460212982966,22.668610341595752
3.42726813613913,194.79841239,147.28355637,44.99264312,17.99027679,-19.37371995,35.69720358,-0.5710096608866253,27.502784906524624
3.59193476412523,193.99610231,145.22302411,46.46849528,16.82605515,-21.93445074,37.03205438,-0.6069727331671851,35.19622941056903
