knee_moment,thigh,shank,foot,thigh_,shank_,foot_,shank_new,shank_new_second derivative,T_physics,knee_moment_minus_T_physics
9.61909412164897,205.48183208,181.4243514,25.8609207,41.47463754,32.68567911,15.39436679,0.0248596216353908,-49.9177011693746,-7.840672667419057,17.459766789068027
10.1930274944728,204.51785535,178.64891309,25.69205124,40.38762174,30.14060792,14.90570703,-0.0235809150600961,-58.00611368314055,-9.419621120067848,19.612648614540646
10.7322596763981,203.4562524,175.7304711,25.53162762,39.25316415,27.51905138,14.28357524,-0.0745173368140519,-56.6657776120886,-9.504280964255607,20.236540640653708
11.2266396222673,202.39765197,172.76568592,25.43859507,38.02084471,24.68008669,13.79685255,-0.1262625998193842,-51.45058719948139,-8.972546959677565,20.199186581944865
11.6665147393766,201.27348197,169.71191981,25.42098146,36.74834649,21.78264624,13.24519697,-0.1795608730247035,-50.795418523556,-9.177420404144382,20.84393514352098
12.0433319907414,200.10544455,166.5876686,25.5413671,35.40235544,18.73297091,12.82355692,-0.2340893432986205,-41.27702110170191,-7.968232079095367,20.011564069836766
12.3501561808364,198.89743916,163.40233221,25.839976,33.98546815,15.53653283,12.59026802,-0.2896839510877108,-34.55981429744952,-7.2091885178878865,19.55934469872429
12.5820833033974,197.65574834,160.17315137,26.34692184,32.50874111,12.22448203,12.56588461,-0.346043788888027,-25.892580790549324,-6.137184134882348,18.71926743827975
12.7365356718278,196.3719059,156.89473146,27.09397293,30.97692708,8.81165514,12.77667899,-0.403263010580463,-8.556808270461147,-3.676528893584196,16.413064565411997
12.8134109865709,195.06714824,153.61028058,28.0692264,29.39136531,5.30365864000001,13.24610201,-0.4605874925564884,7.691484499297019,-1.3828722725370104,14.196283259107911
12.8150254381331,193.74811387,150.33810381,29.26762355,27.75592771,1.71690684000001,13.97815047,-0.5176977509002614,19.77497661483412,0.25409664360971673,12.560928794523383
12.7458251993076,192.41855761,147.09147875,30.67979396,26.08752664,-1.89614724,14.9164126,-0.5743620477750201,33.15505288773046,2.1102084871457367,10.635616712161863
12.6119426393809,191.08526758,143.89477843,32.26342496,24.37342251,-5.56535144,16.09446934,-0.6301549935585763,44.512474071806096,3.6570883107347054,8.954854328646194
12.4207075728879,189.75259263,140.76264138,33.98766911,22.62518379,-9.25184980999998,17.45814763,-0.6848210977047787,54.39383365555717,4.983710783330075,7.436996789557826
12.180174067991,188.42090083,137.70649074,35.81794402,20.85113967,-12.92658414,18.96236559,-0.7381609888097106,63.66173269650943,6.229056356414638,5.951117711576362
11.898685562687,187.09874928,134.74545772,37.70109931,19.04898354,-16.58923708,20.57483305,-0.7898407642689816,70.61477187994764,7.12214532658916,4.77654023609784
11.5844925220019,185.78071058,131.88295791,39.6120977,17.2315945,-20.20037002,22.24485952,-0.839800810791194,77.27624508519604,7.986479509245063,3.5980130127568373
11.2454333818723,184.47418706,129.1328669,41.50193623,15.3987354,-23.75705733,23.93547376,-0.8877989536451898,83.05750686074873,8.72817623009607,2.5172571517762297
10.8886859472285,183.17981692,126.50218535,43.34754294,13.55610761,-27.24157935,25.61488605,-0.9337130082641576,87.58026407257428,9.28629731691338,1.6023886303151205
10.5205927614863,181.89958658,123.99616054,45.12313349,11.72143263,-30.6058453,27.20231948,-0.9774513923353232,91.85826329142444,9.82236087442617,0.6982318870601301
10.1465602224965,180.63683203,121.62321074,46.81149397,9.86738434,-33.92628919,28.81311726,-1.018867179329864,94.22645517489389,10.069327006085082,0.07723321641141823
9.77102739464804,179.39449739,119.38576326,48.39794446,8.03692396,-37.08617437,30.25864425,-1.057918004696314,96.34602839707291,10.291910257086549,-0.5208828624385085
9.39749716616335,178.17124917,117.28411395,49.8728503,6.1972883,-40.18401574,31.69761603,-1.094598704878081,100.40118746768243,10.838373125977707,-1.440875959814358
9.02861950628794,176.97275935,115.32738806,51.22427639,4.38303897999998,-43.12391357,32.97830843,-1.1287500142175977,101.7873174876427,10.971167192126906,-1.9425476858389654
8.66631197599709,175.81228409,113.52027359,52.46246165,2.59668914,-45.90715022,34.09162204,-1.1602901116795297,101.3011577698264,10.81670197445957,-2.1503899984624795
8.31189786194072,174.66893435,111.85221123,53.57794544,0.814850949999993,-48.60529007,35.20620276,-1.1894032919901167,101.35395747036036,10.759128661433884,-2.4472307994931644
7.96624228662948,173.56898853,110.33684611,54.5811809,-0.925249619999988,-51.11989517,36.12417877,-1.2158514027039955,97.52202077509595,10.090049412250117,-2.123807125620637
7.62987045196762,172.49181428,108.9577498,55.45956436,-2.64473648000001,-53.51464578,36.95959899,-1.2399211740156,95.43187904008433,9.708041288962118,-2.078170836994498
7.30305572087053,171.43855575,107.71217865,56.20677733,-4.33524929999999,-55.77036558,37.66149424,-1.2616604916509522,96.98287460651711,9.915990545988446,-2.6129348251179163
6.98586845906619,170.41974591,106.61007276,56.84766191,-5.98851214000001,-57.87337849,38.26820693,-1.2808958681370748,93.41868887180694,9.312348890667742,-2.326480431601552
6.67818059409693,169.43148827,105.64318213,57.3734005,-7.60866241000002,-59.83759535,38.76672796,-1.297771293137257,95.49581743190538,9.61712824481896,-2.9389476507220307
6.37962554100204,168.4636669,104.79764538,57.79676504,-9.19475919999999,-61.66489876,39.17186776,-1.312528693371369,100.4014335591008,10.379246122397937,-3.999620581395897
6.08951793400318,167.55614668,104.12133634,58.06714336,-10.74260375,-63.34694228,39.42695043,-1.3243325128803711,92.0485600304266,9.025455981906294,-2.9359380479031136
5.80674193057598,166.66342041,103.56047584,58.22810852,-12.26227759,-64.91682284,39.61528513,-1.334121375249753,89.00767985599911,8.525145674430657,-2.718403743854677
5.52962023377769,165.80881861,103.12688995,58.29412211,-13.73326913,-66.32177005,39.69000748,-1.341688876620443,93.46510590325872,9.228064352471161,-3.6984441186934713
5.25577805610607,164.98762159,102.83328274,58.20111827,-15.16301983,-67.57979721,39.60109338,-1.346813289142537,93.32411646094884,9.198738130633526,-3.9429600745274556
4.98201683237281,164.19486084,102.66795917,57.94693953,-16.54207932,-68.66543756,39.31743492,-1.3496987297701883,94.35215204228965,9.359479206653347,-4.377462374280538
4.70421156560109,163.45360029,102.64079744,57.61313208,-17.90449009,-69.68912437,39.05558914,-1.3501727913892263,92.26356888630826,9.024695249715961,-4.320483684114871
4.41724341462837,162.75278814,102.7496264,57.13749622,-19.21792486,-70.55167569,38.6242945,-1.348273367715705,93.224892747652,9.180961533432356,-4.763718118803986
4.11497669371697,162.07588636,102.97694345,56.50460165,-20.47062959,-71.21919532,37.97348051,-1.3443059367472847,99.41998256083772,10.177369416497871,-6.062392722780902
3.79028815446808,161.47132744,103.36543292,55.77868553,-21.70881835,-71.8345064,37.33866433,-1.3375255163864566,94.37024587064302,9.378496100263476,-5.588207945795396
3.4351541003907,160.90850379,103.882724,54.93371962,-22.90023064,-72.30086068,36.56832912,-1.3284970838492594,91.67408393144338,8.95961486314194,-5.52446076275124
3.04079555939574,160.38220107,104.52194112,53.95972528,-24.03298246,-72.58386239,35.59550422,-1.3173406404701438,98.33316254496128,10.041162083660959,-7.000366524265219
2.59787675121763,159.92347789,105.31375836,52.88073124,-25.14463338,-72.79541571,34.58613084,-1.3035208225580897,96.2033669293505,9.721313828985057,-7.123437077767427
