knee_moment,thigh,shank,foot,thigh_,shank_,foot_,shank_new,shank_new_second derivative
6.83786337744993,197.97799837,162.00617023,36.09703862,44.96582418,35.7317705,8.0165106,-0.3140515745298738,-26.618787857692894
7.26118397550688,197.21225612,159.38729411,36.01756645,43.89304335,33.38394174,7.26099335,-0.3597595855257281,-40.08445158644349
7.67132104658248,196.40008883,156.69216078,35.99597791,42.72602453,30.83913384,6.55947334,-0.4067985359144671,-51.0873405489038
8.06495847914719,195.53214615,153.91987488,36.05012512,41.47275763,28.11723948,5.93906785,-0.4551840526760811,-43.46462202214507
8.43875014989527,194.61304279,151.08544243,36.20892363,40.14671313,25.25497429,5.40515241,-0.5046542313539507,-32.97749181628333
8.78922971407863,193.63898968,148.20342171,36.46622269,38.74620914,22.25205364,4.99022235,-0.5549549820286486,-25.169679376999632
9.11269628736766,192.61448185,145.28977697,36.84917865,37.27748169,19.12659198,4.725723,-0.6058076759750627,-2.5284340527486293
9.40514913372956,191.52779585,142.3427569,37.36727082,35.74638032,15.89911519,4.63335764,-0.657242879318916,-6.704724209444279
9.66229683741368,190.45922715,139.47962465,37.99080619,34.16621807,12.60518477,4.70929589,-0.7072139640014495,-24.73471365681892
9.87964026176249,189.2079322,136.44367685,38.89128743,32.51770756,9.19802480999998,5.07801847,-0.7602012490301279,19.89983746952486
10.0526229061659,187.9860309,133.52775286,39.90726817,30.83682649,5.77697383999998,5.63176588,-0.8110937233935183,54.970129157263514
10.1768367041836,186.73431476,130.65861447,41.09797747,29.12025075,2.33551948999997,6.41945155000001,-0.8611696349943873,43.6798385722037
10.2482663615092,185.49213343,127.89083671,42.44769996,27.3611695,-1.15237482000001,7.50748032,-0.9094764698698606,41.62311640171232
10.2635515514373,184.16872907,125.12381913,43.97305093,25.60339696,-4.53731407999996,8.67880266,-0.9577700371014263,66.69997742377073
10.2202441542081,182.87362611,122.49240345,45.62498913,23.81982134,-7.92045343999999,10.10949468,-1.0036969047060318,81.29370155329667
10.1170391141379,181.58724107,119.97118651,47.40448075,22.01442454,-11.29052301,11.80460441,-1.0477004414660882,81.20348373893317
9.9539615196262,180.29678718,117.55974879,49.26393335,20.21460075,-14.55445377,13.57239048,-1.0897879693868733,91.80189788322792
9.73249213176728,179.02357004,115.28381558,51.1665265,18.41879146,-17.72334328,15.43018446,-1.1295104974568568,100.47106870560309
9.45561188973001,177.77671913,113.15308026,53.09186324,16.62991915,-20.79337727,17.36486837,-1.166698844279392,104.34243238867546
9.12775443935971,176.55942054,111.17210147,55.00877667,14.85063203,-23.75843866,19.34485935,-1.2012734465770651,106.98283454892987
8.75466977215604,175.37541046,109.34424983,56.88995371,13.08418522,-26.61193896,21.33751814,-1.233175475933043,109.04851374913483
8.34321113607029,174.22880138,107.67335385,58.70922289,11.33329392,-29.34928758,23.31723366,-1.2623381122423805,109.71492583610853
7.90106220005876,173.12288276,106.16022136,60.44161962,9.5981366,-31.97167202,25.24736319,-1.2887472562117808,108.64786818335803
