knee_moment,thigh,shank,foot,thigh_,shank_,foot_,shank_new,shank_new_second derivative,T_physics,knee_moment_minus_T_physics
6.42997151205726,187.36891077,144.41065332,42.72647655,25.84244343,2.35891132,24.49888945,-0.6211512781997128,-1.3674270716945711,-3.640782373120294,10.070753885177554
6.80230866434164,186.69181185,142.50194728,42.86920209,24.80615995,0.15850567999999,24.08954225,-0.6544644830504154,-5.987107652868318,-4.537295880984628,11.339604545326267
7.1325546794155,185.9969749,140.58932385,43.17982276,23.71199972,-2.15514081000001,23.97396517,-0.6878460592547027,-12.85440753680085,-5.789767199421103,12.922321878836602
7.41642876553396,185.26220247,138.6502316,43.66081633,22.58409624,-4.50707535999999,24.05963079,-0.7216896035171073,-17.381060323530306,-6.66561507638507,14.08204384191903
7.65061172905718,184.49924492,136.69434405,44.3287441,21.40439884,-6.95434751000002,24.43441669,-0.7558262810633726,-14.919001142225152,-6.420074509581532,14.07068623863871
7.83288683441379,183.67873376,134.69892978,45.15477914,20.20463652,-9.39245175999997,24.93570743,-0.7906528300161523,-4.575773333177491,-4.91170189399746,12.74458872841125
7.96223011953264,182.83558649,132.71388467,46.08628087,19.01201787,-11.74332514,25.43815952,-0.825298402986265,-5.552363589488252,-5.208709544151173,13.170939663683813
8.03884212316308,181.97594899,130.72141071,47.1962785,17.74639045,-14.25653822,26.31726606,-0.860073633848515,-2.715395467556281,-4.890860016464953,12.929702139628034
8.0641180666694,181.06120987,128.70161259,48.37683388,16.48245324,-16.69685386,27.19564857,-0.8953257612681063,12.429849214937684,-2.600051445890668,10.664169512560068
8.04055863923772,180.14845934,126.72833357,49.62725642,15.21641646,-19.08309597,28.07912851,-0.9297659772276332,15.234289635601694,-2.27521612985205,10.315774769089769
7.97162819080674,179.21419741,124.7605583,50.94181648,13.9124148,-21.52123787,29.12662989,-0.9641101346284536,14.063541971989224,-2.5804995779394972,10.552127768746237
7.86157095132819,178.275582,122.82254248,52.29132285,12.57276799,-24.0029734,30.2925995,-0.9979348916431916,29.47387598792321,-0.22545788388560695,8.087028835213797
7.71519858654231,177.30588622,120.90008217,53.6256902,11.24058548,-26.40251858,31.39234117,-1.0314881537916023,42.95717626876972,1.827730887905898,5.887467698636412
7.53766381163381,176.37452213,119.08562426,54.93839463,9.93366834,-28.67491619,32.38599525,-1.0631564184599571,37.54674459938041,0.8689811280571966,6.6686826835766135
7.33423488934257,175.4183248,117.28573253,56.2286082,8.59365349999999,-30.9865978,33.45931721,-1.094570455327874,43.18826484304594,1.684381652256822,5.649853237085748
7.1100847437538,174.48128445,115.56383304,57.4703655,7.25342061000001,-33.24520072,34.49374643,-1.1246232708167851,55.52586468037246,3.5797604002624483,3.530324343491352
6.87010633733553,173.55926527,113.91883342,58.65665393,5.91285704999999,-35.45396914,35.49821024,-1.1533339303798409,60.46279375969021,4.299017087372078,2.5710892499634523
6.61876328472373,172.65859151,112.36018159,59.77131256,4.57727422000002,-37.59809978,36.43538313,-1.1805375367055757,63.145652799327934,4.665417885322485,1.953345399401245
6.35998171127401,171.78752775,110.8983606,60.81399536,3.24721927000002,-39.67737779,37.31287522,-1.2060511260558389,66.62000120145616,5.166017866440567,1.1939638448334424
6.09708576038891,170.92791008,109.51832808,61.77195044,1.92350716000001,-41.69470218,38.13675308,-1.2301372373144337,66.81999324445798,5.149095101001666,0.9479906593872442
5.83277509372277,170.12396102,108.25959227,62.69833684,0.600259980000004,-43.67029606,38.97075663,-1.2521063216116912,68.20158017237343,5.328330325403176,0.5044447683195941
5.56913975780313,169.29564073,107.05932493,63.44425658,-0.706431559999999,-45.54752447,39.64094432,-1.2730549385988454,78.06528575073912,6.8691567987225275,-1.3000170409193972
5.30770645424342,168.54710792,106.01159021,64.19671198,-1.98968682,-47.33010869,40.30604604,-1.2913413591503062,74.47350112455675,6.263869380162255,-0.9561629259188349
5.04950942686589,167.80499037,105.04760292,64.82486712,-3.26302163,-49.03976871,40.87933497,-1.3081661113081835,72.97898266738878,5.998259728402977,-0.9487503015370873
4.7951783875897,167.08946859,104.19028988,65.35152789,-4.51559120000002,-50.65367154,41.3632848,-1.3231290465764656,74.34778156788057,6.195062025410355,-1.399883637820655
4.54503554182933,166.40820994,103.45401968,65.75212825,-5.74526154,-52.16420843,41.72965022,-1.335979385750783,68.92229817902162,5.308932848338489,-0.7638973065091585
4.29919399274834,165.74240674,102.79497096,66.14224007,-6.95762916999999,-53.59857399,42.10324227,-1.3474819558458369,77.59666484657535,6.681473851483389,-2.382279858735049
