knee_moment,thigh,shank,foot,thigh_,shank_,foot_
9.5236167083892,218.98464739,189.1999406,36.15428443,56.34355955,57.61146167,5.95228563000001
9.86945769003904,218.29466869,186.4627509,36.80420251,55.4549471,55.53547024,5.37949429
10.1756058056204,217.67856579,183.76883271,37.64874034,54.44051263,53.18926035,5.06300995
10.4600805274195,216.80047318,180.84644821,38.33378999,53.42384215,50.91539238,4.40734962
10.7341668619801,216.04192099,177.97585255,39.40899965,52.23783798,48.2388913,4.30358793000001
11.0037035223889,215.05826643,174.90784491,40.44656626,51.04797401,45.63325129,4.02532566
11.2703463441285,214.20847272,171.99449545,41.74037405,49.74196853,42.77686803,4.13309542
11.5326486059448,213.26145403,169.01668637,43.09357734,48.39784952,39.90239524,4.24302726000001
11.7868776550863,211.86359041,165.48142788,44.83394686,46.92250086,36.73932302,4.9477835
12.0276514584964,211.0420714,162.79098341,46.36371893,45.54533201,33.93943798,5.19597159000001
12.2485062787304,210.0653095,159.94942868,48.07554857,44.0821894,30.98242678,5.71394118
12.442423692017,208.67856553,156.68226364,50.05670722,42.44746101,27.6715841,6.7763526
12.6023065088648,207.73725428,154.03180089,51.91412323,40.9857619,24.88032073,7.50412513
12.7213936793189,206.24730946,150.79883765,54.01498147,39.31730639,21.65868439,8.80096913000001
12.7936056583049,205.30982576,148.35717301,55.94454403,37.7644438,18.805143,9.73316656
12.8138141365933,204.19592575,145.79284475,57.98431753,36.1335893,15.83186761,10.93065181
12.7780334164031,202.976666,143.20171558,60.03173466,34.46469424,12.85278056,12.24156833
12.6835365438342,201.71601974,140.67122427,62.02338261,32.77147103,9.90165216000003,13.61021791
12.5289064506271,200.45897146,138.25902771,63.93945075,31.06847404,7.00783551999999,14.98819097
12.3140315830187,199.17060239,135.92862785,65.77935495,29.34931628,4.16225184000001,16.37276968
12.040048121128,197.90703644,133.73284553,67.51774515,27.61238696,1.34591383000003,17.76001533
11.7092324607628,196.6438973,131.66531853,69.14423438,25.87776503,-1.38242318000005,19.10447253
11.3248573274754,195.35881225,129.66727084,70.68124669,24.13433553,-4.05683010999999,20.4260795
10.8910294259089,193.9546373,127.58367541,72.2035368,22.39892461,-6.61569201000002,21.70512468
10.4125244528344,192.7160422,125.90046305,73.44263707,20.64681381,-9.15857208000001,22.9317349
9.89463131211243,191.54790207,124.40763089,74.5508679,18.90680355,-11.60843857,24.08700043
9.34301316493207,190.51229789,123.27144554,75.23653481,17.18646966,-13.92335898,25.02700784
8.76358900831309,189.43769142,122.1398104,76.03417761,15.4681032,-16.19456181,26.01854596
8.16243612439844,188.26255116,120.88186912,77.0495397,13.76207621,-18.3961944,27.1226529
7.5457111038531,187.28054327,120.12861383,77.28409135,12.09534305,-20.41026633,27.77211539
6.91958519758075,186.18246974,119.21857045,78.04742966,10.41795132,-22.4335289,28.84529271
6.29018843143047,185.25625662,118.7143037,78.00526243,8.76104439999997,-24.33531372,29.35200617
5.66355617556785,184.36142428,118.35692623,77.9537746,7.14137751999999,-26.09095875,29.85148651
5.04557164875641,183.49426185,118.1222257,77.7916012,5.54299947999999,-27.75955321,30.28001032
4.44189812579302,182.95784481,118.33630338,77.89033288,4.02151085,-29.25531894,31.10533237
3.85789537056563,182.11589496,118.3456197,77.26432973,2.49619915,-30.65568657,31.09377922
3.29851595679453,181.33161073,118.51512661,76.59779605,0.998314499999992,-31.96371589,31.14843805
2.76817853005326,181.1359252,119.45594328,75.92004019,-0.438839279999996,-33.16793198,31.58128936
2.27061659313672,180.35851823,119.80245092,74.97265316,-1.83710082000002,-34.16499799,31.22462089
1.80870459838673,179.64994949,120.31807927,73.92731796,-3.22389328999998,-35.11743511,30.94807582
1.38427093401613,179.70868278,121.81632984,72.63441802,-4.56966362,-36.02620318,30.99237572
0.997915406862291,179.01451467,122.45251299,71.42668422,-5.93160824999998,-36.87608143,30.55645719
0.648847529946895,178.4536452,123.34014208,70.04005529,-7.23202014999998,-37.57088368,30.06754357
0.334755479909485,178.44690375,125.08401471,68.17340563,-8.37436704000001,-37.86490943,29.41649074
0.0517152354556081,177.88596695,126.00517764,66.74545357,-9.65528591999998,-38.48671611,28.68396063
-0.205846867891423,177.91998961,127.91576103,64.65123208,-10.73216437,-38.58240425,27.77898365
-0.445123574222528,177.4008488,128.99745386,63.05092276,-11.95678704,-39.03835649,26.87534157
-0.6748144441403,177.48565874,131.07105409,60.74139001,-12.95978,-38.91365864,25.71362588
-0.904920157644572,176.98160169,132.26044622,59.01389984,-14.14590923,-39.25294135,24.65926883
-1.1464347147564,177.28087908,134.63680333,56.59155042,-15.12998154,-39.06197242,23.23357244
-1.41093105915014,176.76073068,135.94101151,54.61863111,-16.20055392,-39.08289121,22.01995425
-1.71006588308636,176.91657497,138.20409626,52.07837566,-17.12208476,-38.73195553,20.50214021
-2.05510385288172,176.47788964,139.64765087,50.05468076,-18.16028879,-38.65418259,19.10897207
-2.45658427238371,176.64031204,141.95207343,47.48404209,-19.04521561,-38.20546532,17.45390114
-2.92415291291652,176.24111415,143.47980246,45.39858189,-20.01813083,-37.96011035,15.91646014
-3.46649141436491,175.82878449,144.9164668,43.47545089,-20.91108774,-37.49967205,14.19487748
-4.09129561729865,176.40515798,147.88407059,40.50917048,-21.74368045,-36.91493508,12.34112138
-4.80530052309246,175.98252839,149.39569298,38.37457979,-22.64883797,-36.51606152,10.76473756
-5.61435743268668,175.56335849,150.8218599,36.48451265,-23.54606863,-36.08528966,9.06677984
-6.52355659785572,175.88076561,153.40932915,33.65429108,-24.33221264,-35.44565045,7.30131854
-7.53738166526519,175.4484412,154.76960871,31.90549273,-25.2229655,-35.00019207,5.59119864
-8.65976421657755,175.10312741,156.30480965,29.94535942,-26.07456771,-34.47146211,3.86678258
-9.89366229946895,175.74311076,159.23291859,27.2175119,-26.78976359,-33.66556484,1.94779146
-11.2399149841701,175.26150349,160.42771263,25.52569274,-27.70319422,-33.35563155,0.38345567
-12.6956906389533,175.04309304,162.09797076,23.35023154,-28.45773585,-32.62127297,-1.45849919
-14.2530682316699,174.86504389,163.67694697,21.42882717,-29.27083875,-32.11823208,-3.14295887
