knee_moment,thigh,shank,foot,thigh_,shank_,foot_,shank_new,shank_new_second derivative
2.40464187981132,204.80657793,175.70981383,31.73230245,45.26363911,42.12793625,6.95437873,-0.07487787419002515,-38.92570829742077
2.72398804182545,204.03533486,173.30023272,32.15386402,44.2691045,39.72246674,6.72852192,-0.1169329981533849,-53.88509810386459
3.06191131877662,203.21153302,170.77913767,32.65924306,43.21425651,37.17757084,6.5897182,-0.1609344075316157,-63.035635969931114
3.41702501946638,202.34164723,168.17233163,33.2233886,42.09849759,34.496728,6.53452291,-0.20643175589049087,-55.0095404371012
3.78710789123644,201.43188156,165.48729392,33.87212779,40.93205856,31.70759691,6.57616367,-0.25329450447019936,-46.73829421220468
4.1692689735225,200.47280991,162.72924909,34.58028792,39.71339503,28.80998091,6.70934393,-0.30143146767130696,-35.16425672400043
4.56016710945032,199.48700725,159.92765947,35.37882769,38.44896807,25.82276043,6.95275088,-0.3503284308300035,-27.193255999672417
4.95625158159442,198.47157729,157.0846902,36.27499436,37.14764762,22.77170973,7.3099359,-0.3999476051245231,-16.397403229075458
5.35394207245552,197.42102413,154.21221914,37.23883089,35.80946062,19.658642,7.77025569,-0.45008168278977484,-6.035983853243643
5.74968001753494,196.36980954,151.34618111,38.32448299,34.43753177,16.49871281,8.37717295,-0.5001034829006468,-1.7474760069756456
6.13988183303915,195.28154525,148.46219517,39.49555208,33.03528642,13.29874932,9.09741177,-0.5504385331348706,9.110376094647066
6.52087560526421,194.18795215,145.59765972,40.77501444,31.61161055,10.0856191,9.9475377,-0.600434108277468,15.741279858041324
6.8888651861429,193.09177827,142.76436981,42.15270092,30.16357604,6.85630829999999,10.93621008,-0.6498843458705016,17.49706014159358
7.23992752640088,191.97331287,139.93932922,43.65541721,28.70845531,3.6568154,12.04330501,-0.6991906056684851,26.940324629803847
7.57004028791197,190.85519874,137.16679522,45.24363575,27.22955776,0.446110849999968,13.28390435,-0.7475804525919733,36.690948580601024
7.87513567635447,189.73272878,134.43535541,46.91744643,25.74809092,-2.71430035999998,14.61363759,-0.7952530705965218,42.745120509982826
8.15117557461098,188.62082525,131.77944428,48.63265317,24.24889216,-5.86115599999999,16.0342895,-0.8416074644553848,46.067309362591935
8.39424242532029,187.5053975,129.1762931,50.40547797,22.75387547,-8.93662896000001,17.51358307,-0.8870410234735603,52.167556238891244
8.60063991033119,186.39986183,126.65603958,52.18830876,21.25031768,-11.97107367,19.03679777,-0.9310277453825372,57.79302294410584
8.76699956778494,185.30203726,124.21612887,53.96795809,19.74668603,-14.94114102,20.5796301,-0.9736122207267096,60.077939932975255
8.89039379256303,184.21486903,121.86376451,55.72508756,18.24357017,-17.84385748,22.12116288,-1.014668724015279,63.20260987413899
8.96845178881871,183.13681675,119.60018588,57.44276416,16.74479292,-20.6696212,23.6410388,-1.0541756239865614,73.16265937254434
8.99946307555981,182.07284586,117.43361372,59.10762351,15.25030718,-23.41804227,25.13001686,-1.0919894416606069,72.18063067028879
8.98245135215336,181.05542144,115.40343405,60.67971682,13.75535078,-26.10205952,26.56494439,-1.1274227613091587,58.48630961089896
8.91721188646289,180.00521225,113.41702748,62.2071055,12.27548614,-28.68230089,27.94416157,-1.1620920962389059,64.32185636218391
8.80431353519347,178.97726599,111.54178409,63.64588166,10.80718992,-31.16904839,29.24957162,-1.1948212676706662,74.07821371958167
8.64506869389327,177.96470023,109.76897833,64.99536077,9.34910816999999,-33.56754729,30.48243251,-1.2257625651809865,74.73404911128468
8.44147519225666,176.97258169,108.10457103,66.2482036,7.90319105,-35.8741941,31.63335901,-1.2548119526602155,73.80009899393247
8.19613481970942,176.00158913,106.54912374,67.40328902,6.47036975,-38.08771242,32.69740302,-1.2819596292119386,70.82327589370773
7.91215376379678,175.04230841,105.09020139,68.46254304,5.05104,-40.2095698,33.67961765,-1.3074226277503715,79.16127747182865
7.59303071669961,174.10159612,103.73505663,69.42434756,3.64664521,-42.23706316,34.57220456,-1.33107436565352,72.32477217722133
7.24253868273657,173.21878442,102.52939246,70.29404455,2.27162027,-44.13191961,35.33327453,-1.3521171750933447,54.90407542639186
6.86460653399322,172.27856974,101.33537994,71.06025927,0.887523709999982,-46.00194609,36.08357372,-1.3729566248773792,70.74376218364264
6.46320607520865,171.3914805,100.28316071,71.73542086,-0.466350339999991,-47.74031093,36.70274613,-1.3913213148936787,84.38242469318125
6.04224979143331,170.53143162,99.34103515,72.31512831,-1.80010999999999,-49.37673963,37.22352416,-1.4077645078828742,72.64500693370923
5.6055035827543,169.71020397,98.52040464,72.81501062,-3.10610291,-50.89321424,37.63539483,-1.4220872122246946,67.71383395027142
5.15651768889574,168.87752509,97.76291559,73.1947045,-4.40973785,-52.35726825,37.9895214,-1.4353078901949983,75.42951743964021
4.69857775136027,168.10120143,97.14562026,73.50728925,-5.67377282000001,-53.67272886,38.21093251,-1.4460817261606833,72.22836193466975
4.23467663714174,167.33699668,96.61697533,73.71749435,-6.92412933,-54.91016693,38.35696357,-1.4553083207631583,69.52868141170131
3.76750633676991,166.59366772,96.18467391,73.81160941,-8.16128369,-56.07064653,38.41207815,-1.462853403903205,74.91561222271015
3.29946802421301,165.88906995,95.86940507,73.83164578,-9.36579665000002,-57.10641839,38.36041961,-1.4683558831901482,73.93571631279627
2.83269728779192,165.21087833,95.6529624,73.78267052,-10.54121658,-58.02999461,38.22092303,-1.4721335204234558,72.13982312704647
2.36910065174453,164.56425611,95.54545526,73.62096129,-11.70022749,-58.87411522,37.99215393,-1.4740098739858585,71.58612789383012
1.91039882753281,163.94510268,95.53458163,73.37989048,-12.83237325,-59.61558137,37.67470665,-1.4741996546310019,73.42310962083154
1.45817167429847,163.3597678,95.63166375,73.04051036,-13.94229664,-60.26604198,37.26517698,-1.4725052519921857,75.16939182259819
1.01389962658139,162.81043593,95.83688429,72.58400042,-15.03336969,-60.83357389,36.74893981,-1.4689234778764648,66.79496696830877
0.57899637277814,162.29780103,96.14856113,72.07875495,-16.09113486,-61.28852784,36.17123881,-1.4634836908162532,60.52008244705087
0.154827823929485,161.78230323,96.52189392,71.47019765,-17.12333538,-61.65264812,35.48748224,-1.4569678044250969,67.82780395042431
-0.257287127923817,161.3156372,97.01221304,70.78737256,-18.13169667,-61.93210521,34.74170755,-1.4484101213956155,71.6900517788055
-0.656097918590706,160.87417468,97.59552824,70.0419629,-19.10464553,-62.1017556,33.93538461,-1.4382293505786865,71.59173214605462
-1.04046872033943,160.47493546,98.28661869,69.189062,-20.05721093,-62.19764157,33.03732807,-1.4261675467970973,71.07974504597436
-1.40945197406848,160.11265483,99.07935297,68.24430568,-20.98027596,-62.19831197,32.04204751,-1.4123317235176707,67.81949443785517
-1.76238934087108,159.78335364,99.96828128,67.21176179,-21.873601,-62.10598821,30.96054822,-1.3968169976939817,64.53158036109352
-2.09903470010173,159.48965643,100.95175478,66.09639365,-22.73910289,-61.92721583,29.7928033,-1.3796521470128693,61.375365339031426
-2.41968507556938,159.22188627,102.01968259,64.89648247,-23.57418456,-61.65787316,28.5443739,-1.3610132905547567,62.460890320599205
-2.72530506247305,158.98555127,103.17581153,63.61310933,-24.38146879,-61.30821001,27.22203606,-1.3408350339741648,57.35796821211725
-3.01763890440844,158.79815171,104.42895844,62.27018189,-25.16201333,-60.87426567,25.79208992,-1.3189634943834718,54.656994400172906
-3.29930664231143,158.60132507,105.72850523,60.80999697,-25.9113068,-60.3637484,24.32061201,-1.2962821241142486,56.322555124033165
-3.5738757872044,158.48503073,107.1513958,59.32231302,-26.6377575,-59.77941609,22.74658163,-1.2714479987721696,49.10810401588916
-3.84589708232107,158.35612889,108.6039034,57.73268502,-27.33971615,-59.13800438,21.11478878,-1.246096958741929,48.53214012674689
-4.12089265436458,158.28271463,110.15520187,56.08432471,-28.014168,-58.41833513,19.40426637,-1.2190216927592785,44.454345881070886
-4.40528521440203,158.22580624,111.75737025,54.36567906,-28.66561079,-57.64241062,17.62411818,-1.1910585793569348,39.306926603306366
-4.7062580629582,158.19216131,113.41371258,52.58530124,-29.29548132,-56.81629396,15.78433861,-1.1621499521582803,38.682994084999756
-5.03153757968883,158.19613331,115.1360492,50.74063552,-29.90607546,-55.94160545,13.8830419,-1.13208950731161,33.36973711237201
-5.38909271884141,158.21471692,116.89386052,48.86196959,-30.49366304,-55.02292797,11.9287928,-1.1014099121487821,29.95675099608297
-5.78675765101667,158.2686782,118.70592266,46.92833106,-31.06709009,-54.07508842,9.93993536,-1.0697834615550479,23.81791489002305
-6.23182507690133,158.34163201,120.545648,44.97886656,-31.62061761,-53.09132506,7.91281884,-1.0376741970396757,17.76654246876115
-6.73069946178128,158.43293682,122.41226272,42.98894541,-32.16002732,-52.08468735,5.84019092,-1.0050956243094835,10.187287876354212
-7.28865806903517,158.540558,124.29923027,40.97962894,-32.69268321,-51.08045498,3.77869229,-0.9721618276836931,4.285087000941434
-7.90968144365239,158.64787878,126.17697164,38.98286043,-33.21013352,-50.05908573,1.70141685,-0.9393890582762837,0.7327572878280009
-8.59630414045954,158.78816541,128.07736428,36.97369878,-33.72791512,-49.05293645,-0.353905050000002,-0.9062209496276163,-9.482482036501327
-9.34948012078196,158.91249213,129.94587895,34.98995459,-34.22989748,-48.0325958,-2.42604601,-0.8736092165143011,-16.051793130591463
-10.1684785446522,159.04644465,131.80116767,33.02031567,-34.73132702,-47.03343125,-4.45120933,-0.8412283197751897,-20.967289566694625
-11.0508246833389,159.17361946,133.62281626,31.0839683,-35.22623038,-46.04530214,-6.46143337,-0.8094345540653777,-25.633614072128097
-11.9922945705325,159.29277744,135.40483734,29.18544079,-35.71664015,-45.07530979,-8.4513291,-0.7783324188794326,-26.917958235433925
-12.9869677106884,159.41564012,137.15288378,27.33624736,-36.2086377,-44.14314707,-10.35091093,-0.747823253023667,-32.40599946067846
-14.0273417431363,159.52897248,138.85427847,25.53055667,-36.69003997,-43.21558981,-12.23976053,-0.7181283138072189,-40.83298839604126
-15.1044674658359,159.63523303,140.4972786,23.77887402,-37.17243668,-42.33003358,-14.09823891,-0.6894525519280242,-42.25870597408976
