thigh,shank,foot,thigh_,shank_,foot_,knee_moment,shank_new,shank_new_second derivative
183.23995783,22.30488638,-26.96191848,31.87468062,6.40242956,-4.67724471,-0.183561164544842,-2.752298946975554,23.953202341662205
182.93935916,22.90097329,-28.20455423,30.93283684,6.8631658,-6.38461296,-0.167390736916868,-2.741895267768015,30.87603162107211
182.59032166,23.56568107,-29.64608095,29.91502674,7.37888646,-8.39660409,-0.152917404885526,-2.7302939284433925,34.91597665658652
182.21067427,24.27005374,-31.10246488,28.85690861,7.93071526,-10.43545847,-0.140409262221461,-2.718000306190829,39.10273006213494
181.79955634,25.02652957,-32.54540251,27.75839629,8.52614381,-12.45199703,-0.13000552544017,-2.704797312245572,49.55339161327732
181.34758981,25.86317633,-34.00098248,26.6089896,9.19016593,-14.47806664,-0.121670312861848,-2.69019507160743,66.79113946126857
180.8552819,26.77129809,-35.44255589,25.41585378,9.92324064000001,-16.48798644,-0.115224092448906,-2.674345356886424,49.08304806916064
179.91406114,27.83898396,-36.85021425,23.90414774,11.02423632,-18.504151,-0.1103938654028,-2.655710723077904,35.84746062370581
179.44808107,28.79729176,-38.24411395,22.69205623,11.78914462,-20.39890286,-0.106854606143177,-2.63898509672036,33.85832283783863
178.77047644,30.02018241,-39.6508775,21.38144704,12.6905457,-22.35154747,-0.104262214784435,-2.617641628486007,22.017290116669308
178.19324254,31.01727933,-41.0065238,20.05961366,13.59641088,-24.24413183,-0.102278545658541,-2.600239004270512,41.037303619595455
177.33861737,32.32753064,-42.31302613,18.6732248,14.63588897,-26.02189966,-0.100589278099748,-2.5773708048824435,2.426505079107244
176.48137532,33.47239333,-43.64673265,17.22683409,15.71116005,-27.83527097,-0.098915474437998,-2.5573891814587046,-27.08160205142196
175.61615891,34.64878172,-45.01323936,15.77378922,16.80582512,-29.69774133,-0.0970197027982344,-2.536857330770969,22.02458733826962
174.94403974,35.77234118,-46.53253288,14.34157311,17.83778238,-31.73197105,-0.0947078359994189,-2.5172475188520393,35.283255017724
173.9203143,37.09622439,-47.79416978,12.86080131,19.00203397,-33.47361889,-0.0918282635398756,-2.494141397925668,-1.842769238806774
173.19033395,38.27444719,-49.41466686,11.37936694,20.0888113,-35.56278556,-0.0882704425671688,-2.4735775307436016,-23.580377324150525
172.07322544,39.53310877,-50.65060122,9.85963809999998,21.29147324,-37.27921191,-0.0839635590489433,-2.4516097420042473,-33.699051071627295
171.00341466,40.64144759,-52.11186178,8.28877222,22.48430361,-39.16113804,-0.078874795735132,-2.432265580367579,2.8458256678920435
169.9948507,41.77691181,-53.61309549,6.74283550000001,23.63957028,-41.10176682,-0.0730067211240338,-2.4124479911899894,44.46516866776662
169.27405391,43.02475337,-55.36749152,5.28187531,24.67898777,-43.20298295,-0.0663938656460128,-2.390669047424767,-11.478309669388231
168.48559954,44.2754815,-57.02997016,3.79539568000001,25.73533813,-45.26159741,-0.0590987237746162,-2.368839723508955,-41.50895092469131
167.28610099,45.34229328,-57.95173744,2.20626450999998,26.92816365,-46.89689317,-0.0512073849370734,-2.350220345448894,-35.96773998910674
166.50819886,46.53622242,-59.7101903,0.739547659999999,27.91747048,-48.91935658,-0.0428249663055841,-2.3293823509203895,-31.30281698306092
165.30351932,47.45375322,-60.78692193,-0.886933810000016,29.05363148,-50.60067837,-0.034070877233898,-2.313368417471932,-22.26546197367174
164.52173536,48.61761141,-62.52476728,-2.33065747999999,29.96744842,-52.5498288,-0.0250737191459901,-2.29305526003013,-28.530892046365608
163.32673374,49.43764146,-63.5378248,-3.95574830999999,31.02622838,-54.1753031,-0.0159658258330823,-2.2787430356923366,-45.11687984643853
162.53714723,50.53553043,-65.205628,-5.38056895000003,31.86398994,-56.0325106,-0.0068779833696362,-2.2595812583445074,-81.72381700349173
161.15426163,51.16302902,-66.27902654,-6.98516753999999,32.83392837,-57.40752732,0.0020650958169172,-2.2486293418973853,-18.415621690937023
