thigh,shank,foot,thigh_,shank_,foot_,knee_moment,shank_new,shank_new_second derivative
156.18669515,64.20387565,-68.70219921,-12.57076172,51.47666771,-50.68913177,0.268655951361802,-2.021023630956279,-14.434036974950715
155.58721962,64.63086761,-70.95876351,-13.11132493,51.31823756,-52.83295491,0.244831018199294,-2.0135712153747347,-25.855789249917827
155.01746789,65.0165091,-73.00938807,-13.62934333,51.1096374,-54.75871522,0.222594723907287,-2.006840501641938,-39.26887493495234
154.45647521,65.33670877,-74.86359545,-14.14709335,50.85812186,-56.47337824,0.201525276989975,-2.0012519631366383,-40.5285506146269
153.92187985,65.60414847,-76.48866207,-14.64936335,50.55985674,-57.96384685,0.181397584865646,-1.9965842598210928,-42.28823519971447
153.40840498,65.81033844,-77.89287319,-15.14580581,50.21773847,-59.24223465,0.162226567418735,-1.9929855659600046,-46.01858326052754
152.9124783,65.9494941,-79.07068805,-15.63375359,49.8290583,-60.30999697,0.144276056867424,-1.9905568415202188,-48.08535154619431
152.43536125,66.02030105,-80.03041515,-16.11678475,49.39442214,-61.17658867,0.127939337137229,-1.9893210271094237,-50.362828196468534
151.97475207,66.01933096,-80.79247509,-16.59935681,48.91426407,-61.86771034,0.11353418205956,-1.9893379583739643,-50.175669559460175
151.52743042,65.94170591,-81.35945336,-17.07492356,48.38365473,-62.38218088,0.101188454461876,-1.9906927710784896,-51.85196580354434
151.10477896,65.80168241,-81.75967614,-17.55162443,47.80782512,-62.74837086,0.0908577985450809,-1.9931366421836558,-58.403319204967104
150.67933843,65.56602089,-82.00170428,-18.02697177,47.18061228,-62.99183333,0.0823804804618161,-1.99724971162791,-58.642165767781584
150.261237,65.24940749,-82.11089723,-18.49147819,46.49403702,-63.10353077,0.0755220092003555,-2.002775657913844,-54.733490435960874
149.85193293,64.85434101,-82.0963245,-18.95542407,45.75955961,-63.11799523,0.0700101491267582,-2.0096708687541085,-53.958717837039316
149.45414934,64.38353277,-81.97718261,-19.4174573,44.975014,-63.0467278,0.0655612772227094,-2.0178880226876283,-54.50328848893182
149.05999855,63.83350045,-81.76765556,-19.87266367,44.13889687,-62.89641266,0.0618992358129633,-2.027487897664011,-52.046474022038325
148.66891715,63.20537721,-81.48549171,-20.32272071,43.25495595,-62.68825658,0.0587679130209547,-2.038450716310306,-48.334762586965674
148.2993466,62.51445556,-81.12756028,-20.7661175,42.32176583,-62.4204502,0.0559387748984774,-2.050509573976117,-48.93466366680421
147.93353459,61.75028386,-80.71990345,-21.19940518,41.34031329,-62.1104152,0.0532144996292352,-2.06384688619168,-38.34117135099735
147.57031986,60.9150357,-80.28029115,-21.62101795,40.31285535,-61.77590438,0.0504297470386524,-2.078424716654904,-42.23578631036062
147.27324755,60.07551178,-79.79316604,-22.03028523,39.23762005,-61.42162151,0.0474499541730647,-2.0930771732081537,-56.05046178430495
